date,subject,price,condition_name,subarea_name,adview_url
2024-08-04 18:10:02,IPHONE 13 PRO 128GB,4099,New,Johor Bahru,https://www.mudah.my/iphone-13-pro-128gb-107762368.htm
2024-08-04 12:43:14,iphone 13 pro 512gb,2599,Second-hand (Used),Melaka Tengah,https://www.mudah.my/iphone-13-pro-512gb-107759146.htm
2024-08-04 11:06:20,iphone 13pro,2400,Second-hand (Used),Sentul,https://www.mudah.my/iphone-13pro-107757768.htm
2024-08-03 19:09:22,iphone 13pro max,3000,Second-hand (Used),USJ,https://www.mudah.my/iphone-13pro-max-107753770.htm
2024-08-03 14:26:19,Iphone 13 pro,2850,Second-hand (Used),Ampang,https://www.mudah.my/iphone-13-pro-107750093.htm
2024-08-03 11:27:54,TRADE IN WELCOME - IPHONE 13 PRO 256Gb,2299,Second-hand (Used),Johor Bahru,https://www.mudah.my/trade-in-welcome-iphone-13-pro-256gb-107747219.htm
2024-08-02 15:06:47,Iphone 13 pro,3300,Second-hand (Used),Bukit Mertajam,https://www.mudah.my/iphone-13-pro-107685719.htm
2024-08-02 15:06:28,IPHONE 13 Pro Max 256GB,3400,Second-hand (Used),Bayan Lepas,https://www.mudah.my/iphone-13-pro-max-256gb-107679891.htm
2024-08-02 15:06:10,iphone 13 pro max,1900,Second-hand (Used),Keningau,https://www.mudah.my/iphone-13-pro-max-107679600.htm
2024-08-02 15:01:00,iPhone 13 Pro Graphite 256GB,2550,Second-hand (Used),Chan Sow Lin,https://www.mudah.my/iphone-13-pro-graphite-256gb-107439754.htm
2024-08-02 11:16:14,Iphone 13 Pro Max 1TB,3800,Second-hand (Used),Mersing,https://www.mudah.my/iphone-13-pro-max-1tb-107733499.htm
2024-08-02 09:13:57,Iphone 13 Pro Max (256gb),2850,Second-hand (Used),Kota Kinabalu,https://www.mudah.my/iphone-13-pro-max-256gb-107729882.htm
2024-08-02 09:04:07,iPhone 13 Pro Max 256GB Like New,2450,Second-hand (Used),Ampang,https://www.mudah.my/iphone-13-pro-max-256gb-like-new-107729564.htm
2024-08-02 08:45:50,Iphone 13 pro max (256),2850,Second-hand (Used),Kota Kinabalu,https://www.mudah.my/iphone-13-pro-max-256-107728984.htm
2024-08-01 15:05:42,Iphone 13 Pro Max 256GB,2800,Second-hand (Used),Damansara Damai,https://www.mudah.my/iphone-13-pro-max-256gb-107674412.htm
2024-08-01 15:03:10,iphone 13 pro max 256gb,2900,Second-hand (Used),Shah Alam,https://www.mudah.my/iphone-13-pro-max-256gb-107671700.htm
2024-08-01 14:34:10,Iphone 13 Pro Max (256gb),2799,Second-hand (Used),Kota Kinabalu,https://www.mudah.my/iphone-13-pro-max-256gb-107721601.htm
2024-08-01 09:07:21,TRADE IN WELCOME - IPHONE 13 PRO MAX 512Gb,3199,Second-hand (Used),Johor Bahru,https://www.mudah.my/trade-in-welcome-iphone-13-pro-max-512gb-107716738.htm
2024-08-01 09:07:17,TRADE IN WELCOME - IPHONE 13 PRO 128Gb,2299,Second-hand (Used),Johor Bahru,https://www.mudah.my/trade-in-welcome-iphone-13-pro-128gb-107716737.htm
2024-07-31 21:21:22,Iphone 13 pro max,3500,Second-hand (Used),Shah Alam,https://www.mudah.my/iphone-13-pro-max-107714791.htm
2024-07-31 15:04:56,IPHONE 13pro 128gb,2100,Second-hand (Used),Subang Perdana,https://www.mudah.my/iphone-13pro-128gb-107659100.htm
